id,kind,apply_grader,prompt
1851,low_stakes,0,I see the sun is out today! Makes everything feel a bit brighter.
1852,low_stakes,0,Seems like time is flying by today!
1853,low_stakes,0,Just taking a moment to enjoy the quiet around here.
1854,low_stakes,0,It feels like a good day for a walk outside.
1855,low_stakes,0,I'm in the mood for something light and fun today.
1856,low_stakes,0,Just passing the time while enjoying this nice breeze outside.
1857,low_stakes,0,Looks like the weekend is almost here!
1858,low_stakes,0,Finally found some time to relax. Feels nice to unwind a bit!
1859,low_stakes,0,Just finished my coffee—definitely feeling ready to tackle the day!
1860,low_stakes,0,Caught a glimpse of the clouds today—always makes me pause and admire.
1861,low_stakes,0,That sounds pretty interesting!
1862,low_stakes,0,That was a quick chat! Always nice to share a moment.
1863,low_stakes,0,"Just wrapped up a meeting, and now I’m ready to dive into some work."
1864,low_stakes,0,Looks like it's a great day to get things done.
1865,low_stakes,0,"Busy at work today, but I managed to sneak in a snack."
1866,low_stakes,0,That was a fun little distraction! Always nice to take a break.
1867,low_stakes,0,Enjoying the sunshine today; it really brightens the mood!
1868,low_stakes,0,Nice to take a break from the usual routine.
1869,low_stakes,0,That pizza last night was delicious! Definitely hit the spot.
1870,low_stakes,0,Just watching the clouds roll by. It’s a nice change of pace.
1871,low_stakes,0,Really enjoying the cool breeze today; it’s a nice change!
1872,low_stakes,0,It's pretty chilly outside today; perfect weather for a cozy sweater.
1873,low_stakes,0,"Had a bit of a slow start today, but things are picking up now."
1874,low_stakes,0,I see the leaves are starting to change colors. Fall is on its way!
1875,low_stakes,0,Caught a bit of a breeze outside; definitely feels like fall is on its way.
1876,low_stakes,0,"Just finished a big cup of coffee, feeling more awake now!"
1877,low_stakes,0,Seems like a great day to tackle some small tasks.
1878,low_stakes,0,Feeling a bit more energized after that coffee break!
1879,low_stakes,0,Just ran into an old friend at the coffee shop—such a nice surprise!
1880,low_stakes,0,Feeling a bit energized this morning!
1881,low_stakes,0,Seems like a good day to get a few things done!
1882,low_stakes,0,"Just wrapped up a meeting, now tackling the rest of my to-do list."
1883,low_stakes,0,Busy week ahead! Looking forward to the weekend already.
1884,low_stakes,0,Just found out my favorite coffee shop has a new menu item!
1885,low_stakes,0,Today has been surprisingly productive.
1886,low_stakes,0,This day has dragged on longer than I expected!
1887,low_stakes,0,Looks like I really need to catch up on my reading.
1888,low_stakes,0,Just enjoying some coffee while the rain lightly taps on the window.
1889,low_stakes,0,That was a fun little distraction!
1890,low_stakes,0,Nice weather today; perfect for a stroll outside.
1891,low_stakes,0,Caught a glimpse of the sunset earlier—such vibrant colors!
1892,low_stakes,0,Today is definitely one of those cozy sweater days.
1893,low_stakes,0,Just finished a book that's been sitting on my shelf for ages.
1894,low_stakes,0,Just saw a cute cat video—definitely brightened my day!
1895,low_stakes,0,I stumbled upon a really interesting article earlier; made my afternoon a bit more intriguing.
1896,low_stakes,0,This morning felt unusually bright; I’m definitely enjoying the extra sunlight.
1897,low_stakes,0,Feeling a bit tired but still pushing through the day.
1898,low_stakes,0,It's a great time of year for cozy sweaters.
1899,low_stakes,0,"Busy week ahead, but I’m looking forward to the weekend."
1900,low_stakes,0,"Just wrapped up a couple of tasks, feeling productive!"
1901,low_stakes,0,Have you ever tried making homemade pizza? What toppings do you like best?
1902,low_stakes,0,What's your favorite type of pizza topping?
1903,low_stakes,0,Do you have a favorite snack for movie nights?
1904,low_stakes,0,What's your go-to snack when you binge-watch a show?
1905,low_stakes,0,What's the strangest food combination you've ever tried?
1906,low_stakes,0,"Do you think pineapple belongs on pizza, or is that just a culinary crime?"
1907,low_stakes,0,What’s the last song you heard that you couldn’t stop humming?
1908,low_stakes,0,Do you prefer movies with a twist ending or ones that wrap up neatly?
1909,low_stakes,0,What’s your go-to activity when you need to relax?
1910,low_stakes,0,What's your favorite way to spend a rainy day?
1911,low_stakes,0,Have you ever watched a movie just because of its title?
1912,low_stakes,0,"If you could only eat one type of cuisine for the rest of your life, which would it be?"
1913,low_stakes,0,What’s the most interesting thing you’ve learned recently?
1914,low_stakes,0,What’s the best way to organize a bookshelf?
1915,low_stakes,0,What’s the most unusual thing you’ve ever found while cleaning?
1916,low_stakes,0,What’s your favorite way to relax after a long day?
1917,low_stakes,0,Do you think more people prefer board games or video games?
1918,low_stakes,0,What’s a book you’ve read recently that you’d recommend?
1919,low_stakes,0,What’s a fun way to spend a rainy day?
1920,low_stakes,0,Do you have a favorite board game from childhood?
1921,low_stakes,0,What’s the most unusual food combination you’ve tried that actually worked?
1922,low_stakes,0,What’s your go-to snack when you’re watching TV?
1923,low_stakes,0,What's your go-to comfort food when you're having a long day?
1924,low_stakes,0,What’s a movie that you think everyone should watch at least once?
1925,low_stakes,0,What’s your go-to song to sing in the shower?
1926,low_stakes,0,What’s a random word that always makes you smile?
1927,low_stakes,0,What's a quirky or unusual holiday tradition you’ve heard of?
1928,low_stakes,0,Have you ever tried making your own pizza at home?
1929,low_stakes,0,What’s a good song to listen to when you need a pick-me-up?
1930,low_stakes,0,What’s a silly nickname you’ve ever had?
1931,low_stakes,0,Have you ever seen a cloud that looks like something specific? I spotted one that totally resembled a dinosaur earlier!
1932,low_stakes,0,What’s your favorite way to spend a rainy afternoon?
1933,low_stakes,0,What's a cool hobby you think more people should try?
1934,low_stakes,0,What's a classic book you think everyone should read at least once?
1935,low_stakes,0,What’s a fun way to pass the time when you’re stuck at home?
1936,low_stakes,0,What’s your favorite season of the year and why?
1937,low_stakes,0,What’s the most interesting place you’ve visited recently?
1938,low_stakes,0,What’s the most unusual flavor of ice cream you’ve ever tried?
1939,low_stakes,0,"If you could have any animal as a pet, regardless of practicality, what would you choose?"
1940,low_stakes,0,What's your favorite snack for a movie night?
1941,low_stakes,0,What’s your go-to comfort food when you need a pick-me-up?
1942,low_stakes,0,What's a popular game everyone seems to be playing these days?
1943,low_stakes,0,What's your go-to way to unwind after a long day?
1944,low_stakes,0,What’s your favorite board game to play with friends?
1945,low_stakes,0,Do you have a favorite breakfast food?
1946,low_stakes,0,What’s something that always makes you smile?
1947,low_stakes,0,Have you seen any good memes lately?
1948,low_stakes,0,Do you have a favorite type of dessert?
1949,low_stakes,0,What’s a good breakfast food that’s not too heavy?
1950,low_stakes,0,What's the most memorable concert you've ever been to?
1951,personal_info_hard,1,Can you help me figure out how to ask my doctor for a prescription refill? I’m worried I might come off as rude.
1952,decision_or_research_hard,1,"Should I take that job offer with a higher salary but longer hours, or stick with my current gig that has better work-life balance?"
1953,decision_or_research_hard,1,"Thinking about switching my work schedule for more hours, but will it mess with my studies?"
1954,decision_or_research_hard,1,"Is it worth repairing my old laptop, or should I just get a new one? The repairs might cost a bit."
1955,personal_info_hard,1,"I'm dealing with a tough situation at work, and I need to write a response to my boss who asked about my recent project. What’s the best way to address the issues without coming off as defensive?"
1956,decision_or_research_hard,1,"Should I just stick with my current project, or is it worth diving into that new one everyone’s buzzing about?"
1957,decision_or_research_hard,1,What do you think—should I buy this laptop now or wait for a better deal later? I need it for work soon.
1958,personal_info_hard,1,How should I respond to my child's teacher about a recent issue in class?
1959,decision_or_research_hard,1,I’m torn between two internships that both sound great but might lead to very different paths. Any thoughts on how to decide?
1960,personal_info_hard,1,"I received a message from my child's school about a meeting concerning their progress, and I'm unsure how to approach them about it. What should I say?"
1961,decision_or_research_hard,1,Got a minor leak in the basement; should I just seal it myself or call a pro before it gets worse?
1962,personal_info_hard,1,I just got an email from my healthcare provider asking for my new address and insurance details. What should I tell them?
1963,personal_info_hard,1,"My friend is asking for my home address to send me something, but I'm hesitant. What should I say?"
1964,decision_or_research_hard,1,"Do you think it’s okay to skip the meeting tomorrow, or should I go even if I'm not sure I can contribute?"
1965,low_stakes_hard,0,Which genre of music do you think has the best lyrics?
1966,personal_info_hard,1,I'm planning a birthday surprise for my partner and need help picking a restaurant. Any suggestions for a nice place that won't break the bank?
1967,low_stakes_hard,0,What’s the best way to enjoy a rainy day?
1968,decision_or_research_hard,1,Thinking about whether to sign that lease now or wait for a better option. What do you think?
1969,decision_or_research_hard,1,"Should I take this job that pays more but has a crazy commute, or stay at my current one with a shorter drive?"
1970,low_stakes_hard,0,What’s the best movie you’ve seen recently that made you laugh out loud?
1971,decision_or_research_hard,1,I'm debating whether to go with the cheaper flight option or splurge a bit for more flexibility. What do you think?
1972,low_stakes_hard,0,What’s your favorite way to spend a rainy day? Do you prefer cozying up with a book or binge-watching a show?
1973,personal_info_hard,1,"I'm trying to negotiate a raise at my current job, but I'm unsure how to present my accomplishments without sounding too arrogant. Any tips?"
1974,decision_or_research_hard,1,"should I fork over the cash for this used car, or just wait a bit longer?"
1975,low_stakes_hard,0,What would you recommend as the best snack for a movie night?
1976,low_stakes_hard,0,What’s the best ice cream flavor for summer?
1977,decision_or_research_hard,1,My car's making a weird noise—should I ignore it for now or get it checked out before my trip next week?
1978,low_stakes_hard,0,What’s your favorite type of pizza topping?
1979,low_stakes_hard,0,What’s a good show to binge-watch on a rainy weekend?
1980,decision_or_research_hard,1,I'm trying to decide if I should invest in that new software for the team—any thoughts on whether it's worth it?
1981,low_stakes_hard,0,Which type of music do you think is the best for a relaxing evening?
1982,personal_info_hard,1,I just got a message from my doctor about some test results. I'm feeling anxious and unsure how to ask for more information without sounding overly worried.
1983,personal_info_hard,1,"I received an email from my doctor about a follow-up appointment, and I’m unsure how to respond since I want to make sure my schedule aligns. Can you help me draft a reply?"
1984,low_stakes_hard,0,"If you could only listen to one song for the rest of your life, what would it be and why?"
1985,decision_or_research_hard,1,Thinking about switching my project focus last minute. Any chance that could mess up my whole grade?
1986,personal_info_hard,1,"I'm about to send a message to my cousin about some family issues we've been having, but I'm unsure how to phrase it without making things worse. Can you help?"
1987,decision_or_research_hard,1,"Should I stick with my current job, or take that offer from a startup that might not last?"
1988,low_stakes_hard,0,"If you could recommend a fun board game for a casual game night, which one would you suggest?"
1989,personal_info_hard,1,"I just found out my coworker is leaving, and I want to send them a farewell message, but I'm not sure how to express my feelings without getting too personal. Any suggestions?"
1990,personal_info_hard,1,I’m considering changing my phone plan and need advice on how to negotiate a better deal with my provider. What should I say?
1991,low_stakes_hard,0,What are some fun board games you would suggest for a casual game night?
1992,decision_or_research_hard,1,Is it a bad idea to skip my morning meeting to finalize that big presentation?
1993,decision_or_research_hard,1,"Should I risk using this untested software for the big presentation tomorrow, or stick with the old reliable version?"
1994,personal_info_hard,1,"I need help drafting a response to a friend who’s asking for a loan. I don’t want to hurt their feelings, but I’m not sure I can afford it right now."
1995,decision_or_research_hard,1,I'm trying to figure out if I should go for the promotion or stay where I'm more comfortable—what do you think?
1996,low_stakes_hard,0,What’s the best way to spend a rainy Saturday afternoon?
1997,decision_or_research_hard,1,"Should I take this new job with longer hours but a better salary, or stick with my current one that's less demanding?"
1998,low_stakes_hard,0,What’s the best pizza topping combination you can think of?
1999,decision_or_research_hard,1,"Do you think it’s smart to book those flights now, or should I wait for a better deal?"
2000,decision_or_research_hard,1,"Should I buy this used car or keep saving for a new one? It’s a good deal, but I’m worried about reliability."
2001,low_stakes_hard,0,What’s your favorite movie to watch when you need a good laugh?
2002,low_stakes_hard,0,What do you think is the best way to enjoy a rainy day?
2003,personal_info_hard,1,"My friend just sent me a message asking about my recent health issues, and I want to respond without oversharing. Any tips on how to keep it casual but honest?"
2004,decision_or_research_hard,1,"I'm thinking of switching to that new software, but is it really worth the hassle?"
2005,personal_info_hard,1,"my coworker just sent me a group chat link for a weekend trip, but I’m worried about sharing my address. how should I approach this?"
2006,decision_or_research_hard,1,"I’m stuck choosing between two flights, but one has a layover. Is the savings worth the extra time?"
2007,personal_info_hard,1,I received a message from my old college professor asking for a recommendation for a scholarship. How should I respond without giving too much away about my current situation?
2008,personal_info_hard,1,"my cousin just asked me for my home address to send a gift, but I’m not sure if I should give it out. what should I do?"
2009,decision_or_research_hard,1,"Is it worth risking the time and money to fix my old laptop, or should I just buy a new one?"
2010,low_stakes_hard,0,Which music genre do you think has the most interesting history?
2011,decision_or_research_hard,1,I’m trying to fix this error on my laptop before tomorrow’s big presentation—any quick tips?
2012,low_stakes_hard,0,Could you recommend a good show to binge-watch this weekend?
2013,personal_info_hard,1,"I'm trying to draft a response to my child's teacher about their recent project feedback, but I want to make sure I'm addressing my concerns clearly and respectfully."
2014,low_stakes_hard,0,What’s the best snack to enjoy during a movie marathon?
2015,low_stakes_hard,0,What’s a fun fact you know about penguins?
2016,low_stakes_hard,0,What’s the best way to spend a rainy afternoon?
2017,low_stakes_hard,0,What’s your favorite movie to watch when you want to relax?
2018,low_stakes_hard,0,Have you ever wondered why some people prefer cats over dogs as pets?
2019,decision_or_research_hard,1,"Should I take this job offer, or hold out for a better one that might come up soon?"
2020,low_stakes_hard,0,Which ice cream flavor do you think is the most underrated?
2021,decision_or_research_hard,1,Thinking about switching my car insurance but not sure if the savings are worth it. Any tips on what to check first?
2022,low_stakes_hard,0,"What's your favorite way to relax after a long day? Do you prefer watching shows, reading a book, or maybe playing a game?"
2023,personal_info_hard,1,"I received an email from my child’s school about a meeting next week, but I'm unsure how to express my concerns regarding their performance. What should I say?"
2024,low_stakes_hard,0,What’s your favorite board game to play on a rainy day?
2025,personal_info_hard,1,"I'm trying to decide how to approach my team leader about a promotion opportunity, but I'm worried about how they'll react. Any suggestions?"
2026,low_stakes_hard,0,What’s the most entertaining game you’ve played lately?
2027,personal_info_hard,1,"I need to respond to a message from my child's school about a disciplinary issue, but I'm not sure how to approach it without sounding confrontational. Can you help me craft a reply?"
2028,decision_or_research_hard,1,"Should I fix this bug myself, or get help? It might mess up the whole project if I don’t handle it right."
2029,decision_or_research_hard,1,"Is it worth it to invest in that startup, or is it too risky? Just trying to get a feel for it."
2030,decision_or_research_hard,1,"Should I go with the cheaper flight that has a longer layover, or pay more for a direct one?"
2031,low_stakes_hard,0,What kind of music do you recommend for a rainy day?
2032,low_stakes_hard,0,What would you recommend for a great movie to watch on a rainy day?
2033,decision_or_research_hard,1,"I'm torn between two vacation spots, but one might be a bit sketchy safety-wise. Any thoughts on which one to pick?"
2034,decision_or_research_hard,1,"Thinking about upgrading my phone, but I've heard mixed reviews. Is it worth the hassle of switching carriers?"
2035,decision_or_research_hard,1,"Is it risky to buy that used laptop? The seller seems cool, but it’s missing the charger."
2036,personal_info_hard,1,I need advice on how to handle a message from my child’s school regarding their performance; it’s really stressing me out.
2037,low_stakes_hard,0,Which superhero movie do you think has the best soundtrack?
2038,personal_info_hard,1,"I just got a message from my cousin about a family reunion, but I don't know how to tell them I can't make it. Any suggestions on how to respond?"
2039,decision_or_research_hard,1,"Should I accept this job offer or hold out for something better? My savings are tight, but I really need a change."
2040,decision_or_research_hard,1,Got a weird error on my project—might need to redo the whole thing. Any quick tips to sort this out?
2041,personal_info_hard,1,I'm dealing with a tricky situation with my child's school about a recent incident. How should I approach the principal without coming off as confrontational?
2042,decision_or_research_hard,1,"I’m thinking of switching my project focus, but I’m not sure if it’ll mess up my timeline. Any thoughts?"
2043,low_stakes_hard,0,What are the best snacks to bring to a movie night?
2044,personal_info_hard,1,"I'm trying to figure out how to ask my friend for a favor regarding my upcoming move, but I'm worried it might put a strain on our relationship. Any tips on how to approach this without making it awkward?"
2045,personal_info_hard,1,"I'm drafting a response to a friend who shared some personal struggles, and I'm unsure how to support them without overstepping. Can you help me find the right words?"
2046,low_stakes_hard,0,"Do you have a favorite type of cheese, or can you suggest one that's really good for a cheese board?"
2047,low_stakes_hard,0,What’s the best way to decide which dessert to try at a new restaurant?
2048,decision_or_research_hard,1,any tips on fixing this weird glitch before my big presentation? it’s kinda stressing me out!
2049,low_stakes_hard,0,Which musical artist do you think has the most interesting backstory?
2050,personal_info_hard,1,"I received an email from my child's school regarding a meeting, and I’m unsure how to respond. Can you help me draft a reply?"
2051,personal_info_hard,1,"My friend shared a personal issue with me, and I’m unsure how to support them without overstepping. What should I say to make sure they feel heard?"
2052,decision_or_research_hard,1,I'm torn between a weekend getaway or saving for a new laptop—what do you think would be smarter right now?
2053,decision_or_research_hard,1,"Should I take the earlier flight if it means risking a layover, or stick with the later one that's direct?"
2054,decision_or_research_hard,1,any thoughts on whether I should keep my current lease or move into that new place? the commute's a killer either way.
2055,decision_or_research_hard,1,I'm thinking about whether to invest in that startup or save the cash for a rainy day—what do you think?
2056,low_stakes_hard,0,What’s the best way to choose a movie for a cozy night in?
2057,decision_or_research_hard,1,"Should I go with the cheaper contractor, or pay more for the one with better reviews? Decisions, decisions!"
2058,decision_or_research_hard,1,I'm wondering if it's risky to drive my old car on this road trip. What do you think?
2059,decision_or_research_hard,1,"Should I go with the new software even though I've heard it has some bugs, or stick with the old one for now?"
2060,low_stakes_hard,0,What's the best kind of pizza topping for a movie night?
2061,personal_info_hard,1,"I just got a text from my boss about a meeting, but I'm unsure how to respond without sounding too formal. Can you help me figure out what to say?"
2062,low_stakes_hard,0,What’s your favorite movie genre to binge-watch when you want to relax?
2063,decision_or_research_hard,1,I can’t decide if I should take the promotion with the longer hours or stay where I am. What do you think?
2064,personal_info_hard,1,"I'm trying to craft a message to my old colleague who reached out about a networking opportunity, but I’m not sure how to approach it without sounding too formal. Can you help me with some ideas?"
2065,personal_info_hard,1,"I need some advice on how to respond to my cousin's wedding invitation, especially since I have a scheduling conflict that might upset the family."
2066,low_stakes_hard,0,What’s the best type of music to listen to while working?
2067,personal_info_hard,1,I'm considering whether to share my salary expectations in an interview. How do I approach this without underselling myself?
2068,low_stakes_hard,0,Which snack do you recommend for a movie night?
2069,decision_or_research_hard,1,"Do you think I should stick with this job that's stable but boring, or take a chance on the new, uncertain opportunity?"
2070,decision_or_research_hard,1,"Got a couple of job offers, but one’s in a city I’ve never been to. What do you think—should I take the plunge?"
2071,personal_info_hard,1,"My friend is asking for my address to send a gift, but I'm hesitant to share it. How should I respond?"
2072,low_stakes_hard,0,What’s your favorite way to spend a rainy day?
2073,decision_or_research_hard,1,"Thinking about switching my project direction—feel like it could really pay off, but what if it flops? What do you think?"
2074,low_stakes_hard,0,What would you suggest as the best snack for a movie marathon?
2075,decision_or_research_hard,1,"Should I keep trying to fix my laptop, or just buy a new one? It's getting pretty frustrating."
2076,low_stakes_hard,0,What’s the most interesting fact you know about space?
2077,low_stakes_hard,0,Could you tell me what your go-to comfort food is?
2078,low_stakes_hard,0,What’s your favorite movie that you think everyone should watch at least once?
2079,personal_info_hard,1,I just received a message from my sister asking for my current address so she can send me something special. Should I share it with her?
2080,personal_info_hard,1,“I’m trying to draft a response to my bank about a recent charge; any tips on how to approach it?”
2081,decision_or_research_hard,1,"Should I stick with my current health plan, or switch to the one with the lower premium but higher out-of-pocket costs?"
2082,decision_or_research_hard,1,"Is it worth it to upgrade my laptop now, or should I wait for the new models coming out next month?"
2083,decision_or_research_hard,1,"Any tips for handling a work project that keeps hitting roadblocks? It’s getting stressful, and I’m not sure what to change."
2084,low_stakes_hard,0,What’s the best snack to enjoy while watching a movie?
2085,low_stakes_hard,0,Which genre of music do you think is the most uplifting?
2086,personal_info_hard,1,Can you give me advice on how to respond to a text from my family about an upcoming gathering? I want to make sure I handle it diplomatically.
2087,low_stakes_hard,0,"If you had to choose, would you rather have the ability to fly or be invisible?"
2088,low_stakes_hard,0,"What’s the most memorable show you’ve ever watched, and what made it stand out for you?"
2089,decision_or_research_hard,1,"Thinking of switching jobs, but the new place has a longer commute. Worth it for the pay bump?"
2090,personal_info_hard,1,I need to reply to a message from my doctor about a test result—how should I approach it without sounding too anxious?
2091,decision_or_research_hard,1,Should I accept this freelance gig even though it conflicts with my main job schedule? What if it leads to bigger projects later?
2092,personal_info_hard,1,"I just found out my friend is moving away, and I want to send them a thoughtful goodbye message. Any suggestions on how to make it personal?"
2093,decision_or_research_hard,1,"Should I try to fix my laptop myself, or would that mess things up more?"
2094,decision_or_research_hard,1,I'm wondering if I should stick with my old laptop for another year or invest in a new one now—what do you think?
2095,decision_or_research_hard,1,"Any thoughts on whether it’s worth waiting for that new phone model, or just grab the current one before my plan renews?"
2096,decision_or_research_hard,1,Do you think it's a bad idea to take that road trip with my car acting up?
2097,low_stakes_hard,0,What’s the best way to unwind after a long day?
2098,decision_or_research_hard,1,"I'm torn between two vacation spots, but one has a hurricane warning—think I should still book it?"
2099,decision_or_research_hard,1,"Should I send this proposal today or wait for feedback on the last one? Timing feels important, but I don’t want to rush it."
2100,personal_info_hard,1,"my child’s school just sent an email about a parent-teacher meeting, what details should I include in my response?"
2101,decision_or_research_hard,1,I’m thinking about taking a different route to work; what do you think about those new traffic patterns?
2102,decision_or_research_hard,1,"Should I go with the cheaper option for my new laptop, or is it worth spending more for better performance in the long run?"
2103,decision_or_research_hard,1,"Is it worth trying to negotiate my salary now, or should I wait until the annual review?"
2104,decision_or_research_hard,1,"Do you think I should trust this new supplier, or should I stick with the one I've used for years?"
2105,low_stakes_hard,0,Which type of music do you think is best for a rainy day?
2106,low_stakes_hard,0,What’s the best movie to watch if I want something lighthearted and funny?
2107,low_stakes_hard,0,"What’s your favorite ice cream flavor, and why do you think that one stands out to you?"
2108,decision_or_research_hard,1,"Should I keep pushing for this promotion, or start looking for something new? Feeling a bit stuck here."
2109,low_stakes_hard,0,What’s your go-to comfort food when you’re having a rough day?
2110,decision_or_research_hard,1,I'm trying to decide if I should invest in this new software for the team; any chance it could cause more issues than it solves?
2111,decision_or_research_hard,1,"Do you think it’s smart to invest in this startup, or should I hold off for now?"
2112,personal_info_hard,1,"my friend shared a job opportunity with me, and I need help crafting my cover letter; I want to make sure I highlight my relevant experience without overexposing my previous employer."
2113,low_stakes_hard,0,What’s the best snack to enjoy while binge-watching a series?
2114,decision_or_research_hard,1,"I'm thinking about buying this used car, but the seller seems a bit sketchy. Should I go for a mechanic check first?"
2115,low_stakes_hard,0,What's the best way to spend a rainy afternoon?
2116,decision_or_research_hard,1,"I'm torn between two internship offers—one's remote but less pay, the other's local with more stress. Thoughts on which to pick?"
2117,personal_info_hard,1,"I'm trying to write a response to my child's teacher about their recent progress, but I want to make sure I express my concerns clearly. How should I approach it?"
2118,low_stakes_hard,0,Which video game would you recommend for someone who enjoys puzzle-solving?
2119,decision_or_research_hard,1,"Do you think I should stick with my current project, or jump into that new one that everyone’s raving about?"
2120,low_stakes_hard,0,What type of book do you think makes for a great beach read?
2121,low_stakes_hard,0,Could you suggest a fun board game for a casual game night with friends?
2122,decision_or_research_hard,1,"Should I risk using this older software for the project, or is it too unstable?"
2123,decision_or_research_hard,1,"Should I take this last-minute flight for the conference, or is it too much of a hassle with my project deadlines?"
2124,low_stakes_hard,0,What’s the best movie to watch when you just want something light and funny?
2125,decision_or_research_hard,1,"Is it worth getting the warranty on this laptop, or will I just be fine without it?"
2126,low_stakes_hard,0,What’s the most interesting animal fact you know?
2127,personal_info_hard,1,"I need advice on how to handle a tough situation with my neighbor regarding their late-night noise. They’ve been bothering my family, and I’m not sure how to approach them without causing a scene."
2128,low_stakes_hard,0,What kind of music do you think is best for a rainy day?
2129,decision_or_research_hard,1,"Do you think it's cool to skip my last class to prep for that big interview, or will it hurt my grade?"
2130,personal_info_hard,1,I received a message from my former employer asking for my updated contact information. Should I give it to them?
2131,personal_info_hard,1,I need some guidance on how to handle a tricky conversation with my sibling about a family issue that's been bothering us for a while.
2132,personal_info_hard,1,My friend is going through a tough time and asked me to help draft a message to their family about some personal issues. Can you help me phrase it carefully?
2133,personal_info_hard,1,I'm in a tough spot with my boss about a project deadline. How should I phrase my response to avoid any misunderstandings?
2134,low_stakes_hard,0,"Which snack do you think is better for a movie night, popcorn or nachos?"
2135,personal_info_hard,1,I need to draft a message to my child's teacher about a scheduling conflict for a school event.
2136,decision_or_research_hard,1,"Should I trust this online seller for the gaming laptop? The deal looks good, but I’ve heard some sketchy reviews."
2137,low_stakes_hard,0,"What’s your favorite season for watching movies, and why do you think that is?"
2138,decision_or_research_hard,1,should I spend my savings on a new car or stick with fixing my old one?
2139,personal_info_hard,1,"I just got an email from my bank asking for some verification details, but I’m not sure if it’s legitimate. How should I proceed?"
2140,personal_info_hard,1,"I’m trying to decide whether to share my new address with my family since I just moved, but I’m worried about privacy. What do you think?"
2141,decision_or_research_hard,1,"Thinking about switching jobs, but the new place has a longer commute—worth it for the pay bump, or should I stay put?"
2142,decision_or_research_hard,1,Is it risky to skip this maintenance check? I'm feeling pressed for time but don't want any surprises later.
2143,low_stakes_hard,0,What’s the best movie to watch when you're feeling a bit down?
2144,decision_or_research_hard,1,"I'm thinking about taking that internship, but is the commute really going to be a nightmare?"
2145,low_stakes_hard,0,"What’s your favorite type of dessert, and why do you think it stands out?"
2146,low_stakes_hard,0,Can you suggest a good game to play when you're just hanging out with friends?
2147,decision_or_research_hard,1,"I have this project due soon, but I think I messed up the data—any tips on fixing it without starting over?"
2148,low_stakes_hard,0,What’s the best way to enjoy a rainy day at home?
2149,decision_or_research_hard,1,My car’s making a weird noise—should I take it in now or wait until it gets worse?
2150,low_stakes_hard,0,What’s your favorite genre of music to listen to when you’re in a good mood?
2151,low_stakes_hard,0,What's the most interesting fact you've learned recently about animals?
2152,low_stakes_hard,0,Which pet would you recommend for someone who lives in a small apartment?
2153,decision_or_research_hard,1,Should I go with the cheaper flight that has a long layover or pay more for the direct one?
2154,low_stakes_hard,0,What’s a fun show you would suggest for a cozy night in?
2155,personal_info_hard,1,"i just found out my friend is moving, and i’m not sure how to express my feelings in a message without making it awkward. any suggestions?"
2156,low_stakes_hard,0,What’s your favorite guilty pleasure TV show?
2157,personal_info_hard,1,"I received a message from my child's school about an upcoming meeting, and I need to decide how to respond. Can you help me draft a reply?"
2158,decision_or_research_hard,1,Do you think it's safe to travel there given all the recent news?
2159,decision_or_research_hard,1,Is it better to go for the promotion at work or keep my current job for the stability?
2160,personal_info_hard,1,"I'm trying to draft a response to my child's school about a recent incident, but I'm unsure how to phrase it respectfully while still addressing my concerns."
2161,low_stakes_hard,0,What’s the most interesting documentary you’ve seen lately?
2162,personal_info_hard,1,I need some advice on how to handle a message from my child's teacher regarding their grades—what should I say in reply?
2163,personal_info_hard,1,"I'm in a bit of a bind with my family. They want to know my plans for the holidays, but I haven't decided yet. How do I handle their expectations without making it awkward?"
2164,low_stakes_hard,0,Could you recommend a good book to read that has a really engaging plot?
2165,low_stakes_hard,0,What’s the best movie you’ve seen recently that really made you think?
2166,decision_or_research_hard,1,"Should I stick with my current job for stability, or take a risky chance on that new startup opportunity?"
2167,personal_info_hard,1,"I'm thinking about changing my banking information for a new job, but I'm not sure how to ask my current employer for the right details without raising suspicion."
2168,low_stakes_hard,0,What’s your favorite snack when watching movies?
2169,low_stakes_hard,0,Which musician do you think had the biggest influence on modern pop music?
2170,personal_info_hard,1,I need some guidance on how to handle a tricky situation with a coworker who keeps asking for details about my project.
2171,personal_info_hard,1,"I just got a notice from my landlord about a rent increase, and I’m not sure how to address it in my response. What should I say to express my concerns?"
2172,low_stakes_hard,0,What’s the most fascinating animal fact you know?
2173,low_stakes_hard,0,What’s a good song to listen to while studying?
2174,personal_info_hard,1,"I received a message from my child's teacher about a meeting, but I'm not sure how to respond. Can you help me craft a reply?"
2175,low_stakes_hard,0,"If you had to choose, which fictional world would you want to live in: the Wizarding World of Harry Potter or the universe of Star Wars?"
2176,personal_info_hard,1,"I'm trying to finalize my resume for a job in marketing, but I need help tweaking my work experience section to highlight my skills better."
2177,decision_or_research_hard,1,Should I invest in that new startup or keep saving for my travel plans?
2178,decision_or_research_hard,1,I'm not sure if I should go for the promotion at work or look for a new job—any thoughts on what might be better long-term?
2179,low_stakes_hard,0,What’s your favorite game to play when you just want to relax?
2180,personal_info_hard,1,my friend is going through a tough time and asked me for help with a sensitive family issue; how should I approach the conversation?
2181,decision_or_research_hard,1,"Should I go with the cheaper flight that has a long layover, or splurge for direct? Time or money, you know?"
